mean_pitch_hz,jitter_local,shimmer_local,speech_rate_onsets_per_sec,mfcc_1_mean,mfcc_2_mean,mfcc_3_mean,mfcc_4_mean,mfcc_5_mean,mfcc_6_mean,mfcc_7_mean,mfcc_8_mean,mfcc_9_mean,mfcc_10_mean,mfcc_11_mean,mfcc_12_mean,mfcc_13_mean
-1.281334490776529,2.481231569999333,0.0,-0.1508086492416301,-1.0637558374361913,0.16525501730422656,0.6912316200706519,0.24609082086334272,0.8346195294903028,0.7547030280076709,0.8900694048829614,0.4248509361962395,0.7802379358996862,0.9281371572949257,-1.0204148123335937,-0.0543080472582334,1.1629920029149
-1.217455655063737,0.9596676578460774,0.0,0.35958425601822963,-0.9946255109713379,0.2772795893570785,0.5109768076180996,0.3588478005359821,1.1734367355718436,0.8583105498021604,0.7041624422275407,0.6877898403527977,0.7342434081094951,0.44649378418042235,-0.9639836115398389,0.14099597865532174,1.2091768921545274
-1.2756468249932318,1.043133929600476,0.0,-0.9458813179238353,-0.954324760904523,0.2427157088059767,0.7447707511076188,0.21153387733172066,0.9673470672570241,0.38480533625457747,0.907501355019364,0.6955737449629882,0.5457314953539258,0.6735039689144532,-0.9244775826271946,-0.30718288121052434,0.9162270074271953
-1.2893775061270667,1.8802480864629034,0.0,-1.168185668978034,-0.9151181753243482,0.09935948039943365,0.9023496089317398,0.3721467718357632,0.9337258415981394,0.6099698876468682,1.105840655253019,0.9157410381600127,0.45023712577081165,0.48813566859042984,-0.9025757318686414,0.0022059167964264105,1.0168937636649769
-1.2096884955595004,1.6532033515122333,0.0,0.4305929009265025,-1.3924396310926042,0.653941674090636,0.9228235460488828,0.535234499633458,0.9720747062604698,0.8889824053310467,0.8866526204474322,0.7169420012857616,0.4000509883167762,1.1252251160886084,-1.0015209008544261,-0.48905205484657954,0.9939917823650422
-1.3386906524116198,-0.07201875587752117,0.0,-0.3770450139270426,-1.149469289654473,0.8772640738413067,1.1024375252858813,0.14876061347795874,0.78566778951043,0.995082055430118,0.9282813182905579,0.3992568812282543,0.3620251011686872,0.8988257528336303,-0.4885788004904411,-0.6333983784428979,1.2023028633044701
-1.3492057909968376,-0.2520468514236319,0.0,-1.0738788834844375,-1.135019882169112,1.0457452783994976,0.8244046629346127,0.5187978547301012,0.7992929846544038,0.7966473315443261,0.8732865859165534,1.2064532381744193,0.476236729425728,1.0654243156694598,-0.5938539748111856,-0.580092093703393,1.2834547543629875
-1.345005295388894,-0.058693799789781995,0.0,-1.056656275717415,-1.0846814894454286,1.0953471663772834,1.0481087851221054,0.287538623737091,1.020703672664846,0.9132380715899858,0.9023114053967705,1.161303610955536,0.4716280657994493,0.8631568740769329,-0.4448619901726142,-0.5197430793545099,1.0090096292517843
-1.430351288602059,0.1790003541751707,0.0,0.5242311784556217,-1.5065710315183596,1.1630021398942543,1.2397327780469527,0.4996651019489191,0.9353105120463926,1.082506969307951,0.9126463749381668,0.688034761374444,0.33238416402966,1.4900356398543082,-0.3549892207893607,-0.32748884891953,1.0343563745595206
-1.3224464884886866,1.4126777014408824,0.0,0.046014194252021315,-1.1395515955108457,1.1403306850749197,0.7339325290359803,0.39437663121342253,0.48486471886016325,1.0850942255190903,0.44998638575093397,0.8971710956117309,-0.1314233507218136,1.0171819530953927,-0.4557369453214421,-0.6534374947056361,1.4242886592766848
